Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
967006, 201.008, 6908.192, 2176.939, 49.833
968329, 29.492, 10.452, 13.650, 12.725
969651, 12.223, 10.508, 13.806, 12.525
970880, 10.737, 10.169, 32.420, 3500.733
972202, 249.967, 7446.779, 3706.980, 128.348
973431, 77.722, 23.333, 32.989, 28.481
974753, 25.255, 20.056, 29.990, 28.215
975980, 29.862, 19.266, 27.042, 26.083
977303, 18.638, 17.797, 27.456, 23.584
978626, 17.327, 17.119, 27.146, 24.017
980044, 17.350, 18.701, 27.456, 24.384
981366, 17.338, 17.119, 26.008, 23.784
982689, 15.984, 18.418, 26.370, 23.651
984106, 17.930, 18.023, 25.853, 23.284
985428, 16.340, 18.701, 220.941, 584.444
986845, 45.389, 17.571, 26.370, 23.951
988168, 16.389, 16.893, 26.319, 19.620
989585, 11.028, 14.576, 26.319, 22.352
990907, 16.872, 14.746, 25.026, 19.887
992230, 17.452, 15.989, 21.355, 24.717
993647, 16.407, 16.780, 19.493, 23.584
994969, 84.272, 51.130, 44.829, 31.912
996387, 20.262, 21.356, 32.420, 26.183
997710, 32.217, 25.876, 31.024, 26.282
999127, 17.657, 19.153, 32.213, 26.149
1000449, 12.595, 16.723, 37.022, 38.907
1001772, 30.135, 20.678, 34.281, 29.280
1003189, 21.083, 19.379, 30.248, 26.083
1004512, 18.779, 20.169, 31.179, 25.017
1005928, 15.674, 18.531, 29.369, 24.417
1007251, 21.941, 17.910, 30.455, 28.248
1008669, 22.156, 20.226, 32.627, 27.382
1009992, 18.236, 19.605, 26.991, 26.616
1011409, 25.115, 24.294, 33.919, 26.815
1012825, 17.681, 18.588, 28.956, 25.083
1014148, 16.987, 18.475, 26.577, 18.454
1015565, 27.498, 26.158, 34.436, 32.145
1016888, 8.670, 9.718, 13.030, 29.913
1018305, 68.774, 9.661, 17.218, 937.308
1019627, 253.647, 13895.707, 17601.810, 10053.532
1020950, 302.529, 13937.119, 16389.607, 8618.788
1022368, 297.429, 3930.791, 12509.669, 10009.094
1023690, 300.162, 13788.983, 17445.035, 9589.141
1025107, 296.923, 1860.678, 546.277, 49.101
1026430, 42.030, 21.638, 29.369, 18.388
1027752, 12.200, 22.260, 74.095, 190.839
1028981, 235.232, 10190.791, 7200.672, 299.201
1030303, 78.766, 24.746, 32.575, 27.182
1031531, 22.343, 20.904, 29.938, 26.549
1032853, 37.772, 26.441, 30.869, 25.416
1034176, 19.193, 19.661, 28.077, 25.416
1035405, 17.637, 19.153, 25.646, 25.350
1036727, 23.688, 20.282, 27.301, 23.451
1037956, 20.803, 21.469, 28.800, 27.482
1039278, 18.647, 19.605, 27.611, 24.417
1040507, 15.624, 19.040, 27.559, 25.350
1041829, 17.979, 20.395, 28.594, 25.050
1043058, 15.834, 19.266, 27.921, 24.650
1044381, 16.245, 19.209, 27.818, 24.250
1045608, 15.046, 19.040, 28.232, 20.386
1047026, 24.893, 23.051, 33.299, 31.046
1048349, 96.724, 26.949, 29.421, 22.585
1049671, 28.438, 20.113, 24.302, 24.584
1051088, 18.275, 19.548, 29.059, 24.484
1052411, 21.700, 19.040, 28.180, 25.217
1053828, 12.050, 18.249, 28.283, 25.050
1055150, 16.398, 17.966, 27.611, 24.717
1056567, 15.376, 18.701, 28.956, 25.017
1057890, 15.642, 17.910, 28.025, 25.283
1059213, 15.954, 18.249, 26.836, 23.618
1060630, 16.146, 18.531, 27.559, 25.383
1061952, 16.865, 19.040, 27.353, 23.984
1063370, 15.568, 18.588, 28.077, 24.550
1064693, 14.706, 17.627, 27.611, 24.717
1066110, 15.965, 17.966, 26.887, 24.584
1067432, 15.661, 19.379, 27.404, 24.450
1068849, 16.523, 19.322, 27.146, 24.684
1070266, 15.045, 19.096, 27.301, 24.517
1071589, 14.211, 18.701, 28.283, 24.950
1073006, 16.381, 19.266, 27.766, 24.417
1074329, 15.697, 19.040, 27.042, 24.517
1075747, 16.398, 19.096, 27.715, 23.851
1077069, 15.640, 19.266, 27.559, 24.284
1078392, 15.792, 19.322, 27.042, 25.050
1079809, 17.493, 19.040, 27.663, 24.284
1081131, 15.975, 19.492, 27.249, 24.783
1082548, 15.725, 19.661, 27.559, 24.783
1083871, 16.335, 18.983, 27.094, 24.783
1085288, 16.231, 19.209, 27.353, 23.684
1086611, 15.533, 19.492, 27.404, 23.651
1088029, 17.769, 19.322, 28.025, 24.950
1089446, 13.300, 19.492, 25.233, 23.351
1090768, 8.574, 17.910, 29.214, 28.081
1092185, 5.777, 8.588, 18.252, 1816.989
1093508, 234.684, 10980.960, 16508.220, 9613.825
1094925, 253.692, 542.147, 28.232, 31.646
1096153, 72.632, 31.977, 361.065, 255.496
1097476, 13.911, 19.209, 27.559, 30.113
1098704, 22.452, 22.768, 30.455, 26.449
1100027, 13.446, 18.983, 48.966, 43.538
1101349, 160.645, 65.198, 54.033, 44.004
1102578, 199.445, 83.559, 47.777, 20.686
1103901, 10.697, 18.475, 27.042, 41.306
1105128, 102.977, 54.068, 61.375, 43.638
1106451, 13.058, 29.435, 15.202, 46.436
1107679, 19.181, 32.599, 10.341, 47.602
1109002, 9.510, 31.525, 9.049, 46.136
1110230, 8.033, 30.508, 8.428, 46.169
1111553, 9.008, 30.282, 14.633, 27.149
1112781, 16.003, 13.898, 31.748, 43.005
1114104, 206.246, 6214.237, 6267.890, 1897.368
1115331, 54.854, 15.876, 23.113, 22.485
1116749, 18.305, 14.407, 143.899, 28.181
1119299, 19.453, 15.706, 23.320, 23.318
1120622, 16.280, 16.441, 23.992, 23.185
1122040, 14.102, 15.876, 23.320, 23.951
1123363, 15.780, 15.593, 23.733, 23.318
1124779, 15.988, 16.497, 25.129, 18.654
1126102, 57.552, 15.593, 26.577, 23.751
1127519, 25.093, 22.429, 30.869, 28.381
1128842, 106.454, 26.610, 41.003, 90.007
1130164, 202.392, 39.944, 37.590, 22.885
1131581, 59.519, 27.740, 40.021, 21.586
1132904, 30.186, 21.299, 37.125, 27.415
1134322, 42.363, 20.904, 34.023, 30.047
1135643, 20.096, 14.124, 24.560, 19.420
1137061, 11.049, 16.215, 27.198, 18.754
1138384, 9.814, 15.593, 29.938, 23.484
1139801, 28.468, 20.000, 28.387, 24.250
1141218, 16.099, 22.429, 14.168, 36.975
1142541, 9.086, 27.175, 9.669, 43.005
1143958, 8.252, 29.153, 8.480, 43.804
1145280, 8.324, 29.548, 8.118, 45.803
1146698, 7.981, 30.565, 8.325, 42.938
1148021, 8.414, 19.831, 19.390, 21.452
1149344, 23.046, 16.102, 27.094, 43.671
1150761, 47.192, 16.102, 20.269, 20.286
1152083, 14.229, 15.537, 26.319, 22.019
1153500, 18.166, 16.441, 26.008, 21.985
1154823, 15.586, 14.746, 25.284, 21.985
1156240, 16.097, 14.972, 24.974, 21.419
1157563, 15.642, 15.141, 24.767, 21.419
1158980, 18.978, 15.198, 23.164, 21.686
1160397, 19.507, 14.011, 24.095, 29.813
1161720, 36.834, 15.763, 26.939, 26.316
1163137, 13.686, 14.181, 24.871, 22.152
1164366, 15.189, 15.254, 24.095, 21.519
1165688, 19.373, 16.045, 25.750, 21.286
1166916, 16.074, 15.311, 24.457, 21.486
1168238, 14.264, 15.367, 25.181, 22.452
1169467, 16.700, 15.085, 26.215, 22.285
1170789, 14.537, 14.746, 24.457, 22.152
1172018, 16.211, 15.311, 26.008, 19.387
1173340, 8.197, 15.254, 2379.162, 2102.698
1306895, 149.713, 20.056, 23.268, 28.614
1308217, 47.279, 77.232, 289.193, 18.688
1309446, 19.955, 16.723, 21.768, 21.019
1310768, 26.605, 17.571, 22.699, 27.715
1311997, 16.747, 15.650, 21.303, 22.385
1313319, 15.713, 15.085, 48.914, 1318.288
1314548, 175.392, 25.198, 22.751, 214.024
1315870, 188.949, 5965.311, 3828.852, 7494.503
1317098, 270.910, 6181.695, 979.214, 42.172
1318420, 30.019, 17.175, 23.061, 23.618
1319649, 18.360, 15.876, 22.027, 22.751
1320877, 17.073, 14.633, 21.406, 22.685
1322294, 16.590, 15.763, 67.063, 118.654
1323617, 36.813, 17.684, 25.905, 27.082
1325034, 28.949, 27.740, 38.159, 19.287
1326356, 12.198, 13.842, 20.889, 22.185
1327774, 15.080, 14.802, 21.510, 22.785
1329097, 160.603, 54.859, 50.052, 24.750
1330419, 9.965, 14.068, 25.595, 37.542
1331836, 18.541, 25.141, 38.108, 37.975
1333159, 19.653, 25.706, 37.642, 38.075
1334576, 20.126, 24.972, 37.177, 37.808
1335899, 20.265, 25.198, 36.711, 37.475
1337315, 19.957, 24.576, 36.918, 37.408
1338638, 20.484, 24.859, 36.608, 37.808
1339961, 20.397, 25.085, 36.918, 37.475
1341378, 21.814, 24.463, 36.039, 36.809
1342700, 20.390, 24.915, 35.988, 37.242
1344118, 19.810, 24.802, 37.435, 39.340
1345441, 218.113, 13714.293, 6861.324, 259.460
1346858, 91.787, 36.158, 50.517, 50.533
1348180, 33.565, 31.921, 47.311, 49.300
1349503, 31.423, 30.339, 44.364, 46.636
1350920, 28.591, 30.621, 45.450, 45.070
1352243, 24.867, 29.492, 45.243, 46.802
1353659, 28.330, 29.266, 42.399, 44.670
1354982, 26.118, 29.887, 42.399, 44.803
1356399, 24.127, 27.514, 36.091, 43.205
1357722, 110.006, 39.153, 44.571, 54.031
1359044, 33.686, 31.017, 41.675, 43.671
1360367, 22.258, 28.983, 37.590, 55.430
1361690, 34.982, 30.452, 44.054, 36.742
1363108, 19.111, 19.887, 18.252, 11.659
1364430, 106.477, 931.356, 4225.957, 777.315
1365847, 221.039, 7597.175, 18202.222, 7978.381
1367170, 292.377, 10443.333, 8454.550, 12760.527
1368587, 391.718, 18422.484, 23925.335, 14445.336
1369909, 389.769, 18326.496, 23929.162, 14285.510
1371232, 385.429, 15202.995, 19467.322, 7566.156
1372649, 380.042, 409.887, 209.876, 41.739
1373972, 19.370, 25.819, 37.229, 37.075
1375294, 17.142, 31.412, 23.578, 49.400
1376523, 14.745, 34.068, 21.768, 49.700
1377845, 10.749, 34.068, 18.821, 52.532
1379074, 11.012, 35.819, 17.994, 51.732
1380396, 10.968, 34.859, 24.767, 38.108
1381625, 18.614, 23.333, 39.348, 58.861
1382947, 105.645, 38.418, 45.605, 32.745
1384175, 14.287, 21.299, 33.351, 33.045
1385403, 14.733, 22.429, 34.074, 32.911
1386632, 15.379, 25.141, 48.345, 40.673
1387860, 27.468, 23.672, 38.469, 39.241
1389182, 19.579, 22.429, 34.281, 34.211
1390505, 19.391, 23.898, 34.695, 34.510
1391922, 20.455, 23.220, 34.385, 34.377
1393245, 26.310, 25.819, 34.953, 42.005
1394662, 136.866, 59.887, 111.634, 37.975
1395984, 26.282, 31.751, 56.618, 43.804
1397307, 20.579, 22.542, 34.333, 38.641
1398724, 24.802, 25.932, 35.781, 37.342
1400046, 49.803, 224.689, 2893.640, 31.712
1401464, 19.941, 25.763, 74.560, 82.712
1402787, 66.689, 29.266, 38.780, 48.767
1404204, 55.443, 26.384, 39.710, 49.101
1405526, 53.241, 28.588, 35.160, 36.775
1406849, 25.473, 25.763, 41.262, 36.376
1408266, 17.521, 25.198, 51.138, 72.385
1409589, 38.373, 27.684, 24.405, 49.500
1411006, 13.687, 33.616, 20.941, 50.733
1412328, 12.907, 35.876, 17.580, 54.530
1413746, 12.759, 36.723, 18.097, 53.897
1415069, 13.088, 35.819, 19.959, 41.306
1416391, 18.797, 25.141, 41.107, 35.376
1417714, 44.242, 25.593, 32.937, 31.812
1419037, 18.647, 22.429, 34.333, 32.745
1420454, 17.665, 22.429, 34.074, 33.644
1421776, 20.810, 21.469, 34.643, 33.678
1423193, 20.713, 21.130, 34.333, 33.678
1424516, 21.273, 21.977, 34.643, 34.111
1425933, 21.196, 21.469, 34.281, 34.344
1427255, 24.361, 22.599, 34.488, 38.941
1428578, 50.365, 49.040, 52.327, 29.247
1429995, 12.159, 18.418, 29.886, 28.448
1431317, 24.051, 27.684, 58.635, 34.410
1432735, 27.481, 27.119, 34.178, 45.769
1434058, 123.510, 47.288, 126.008, 89.041
1435475, 29.187, 32.429, 23.526, 47.468
1436797, 11.761, 34.181, 17.735, 54.564
1438120, 12.604, 34.972, 16.701, 54.364
1439537, 13.317, 34.915, 20.993, 37.875
1440859, 29.277, 26.384, 31.696, 47.602
1442182, 42.450, 20.508, 34.695, 31.379
1443410, 17.951, 20.282, 33.557, 31.379
1444733, 19.252, 21.243, 33.351, 32.712
1445961, 18.920, 21.525, 32.937, 33.544
1447284, 19.925, 21.864, 33.402, 33.078
1448511, 20.209, 21.695, 33.195, 33.944
1449834, 20.466, 21.921, 33.764, 33.777
1451062, 20.313, 21.864, 33.661, 33.977
1452291, 20.552, 21.412, 30.610, 62.525
1453519, 102.871, 31.356, 96.587, 93.138
1454747, 17.551, 22.825, 28.490, 26.249
1455975, 25.840, 19.322, 28.180, 30.879
1457297, 39.573, 22.825, 36.763, 35.110
1458714, 19.290, 20.508, 31.386, 1856.729
1460037, 346.916, 8780.396, 4779.627, 82.312
1461455, 17.399, 23.503, 25.388, 47.402
1462777, 14.964, 32.881, 18.666, 52.065
1464194, 12.528, 34.068, 16.391, 52.265
1465517, 11.888, 34.237, 16.494, 52.465
1466839, 12.750, 25.650, 28.800, 33.211
1468256, 37.902, 26.158, 53.102, 33.178
1469579, 22.132, 22.373, 34.385, 31.146
1470996, 17.456, 20.282, 32.006, 32.012
1472318, 18.222, 20.904, 33.557, 34.044
1473736, 32.165, 23.616, 47.828, 66.422
1475059, 40.178, 23.616, 35.109, 37.708
1476381, 34.911, 24.011, 37.849, 41.939
1477798, 131.681, 27.401, 35.315, 42.172
1479121, 15.008, 18.418, 30.869, 32.445
1480538, 29.894, 23.503, 36.350, 37.642
1481860, 49.633, 43.333, 142.399, 63.125
1483277, 25.413, 31.977, 48.707, 57.895
1484600, 18.205, 31.921, 19.338, 50.666
1485922, 13.536, 34.689, 16.236, 52.632
1487339, 12.325, 35.537, 16.546, 52.931
1488662, 13.113, 32.825, 28.387, 40.440
1490080, 21.457, 21.582, 37.797, 41.073
1491402, 20.586, 20.000, 30.093, 31.612
1492819, 21.384, 23.729, 268.718, 38.508
1494708, 24.388, 22.147, 33.299, 33.078
1496125, 20.665, 21.412, 33.040, 33.678
1497448, 21.097, 21.412, 33.557, 33.245
1498770, 21.176, 21.186, 32.678, 30.513
1500187, 15.196, 21.469, 35.367, 35.276
1501511, 25.896, 23.446, 113.082, 395.070
1502928, 19.520, 18.305, 31.075, 30.513
1504250, 18.069, 17.345, 32.678, 36.676
1505667, 91.559, 34.294, 40.486, 36.809
1506990, 39.712, 21.808, 34.540, 33.411
1508312, 14.874, 45.424, 42.503, 28.581
1509729, 112.075, 170.339, 717.890, 6751.466
1510958, 257.794, 5162.203, 17521.820, 7825.483
1512280, 344.431, 9202.938, 1690.848, 4796.969
1513509, 344.112, 12039.717, 8692.865, 139.873
1514831, 28.404, 93.729, 5216.856, 3621.419
1516059, 136.718, 25.141, 34.074, 33.944
1517381, 24.444, 22.260, 34.385, 34.577
1518610, 22.986, 22.542, 33.195, 34.044
1519932, 23.788, 22.429, 33.195, 33.877
1521161, 22.907, 22.599, 33.402, 33.578
1522483, 20.603, 21.073, 33.144, 34.211
1523711, 25.119, 22.260, 33.816, 33.245
1525034, 22.479, 20.565, 32.937, 34.810
1526451, 22.403, 21.299, 31.903, 33.578
1527774, 22.355, 22.147, 32.937, 35.776
1529190, 20.676, 22.090, 33.299, 33.744
1530513, 22.181, 21.412, 33.092, 33.478
1531930, 21.656, 21.582, 32.834, 58.128
1533252, 126.596, 25.424, 33.144, 32.945
1534575, 19.624, 20.282, 29.162, 30.513
1535897, 19.077, 21.977, 32.420, 32.645
1537220, 21.516, 22.938, 32.885, 32.145
1538638, 22.530, 22.373, 32.678, 33.544
1539960, 22.132, 22.542, 32.006, 32.778
1541377, 21.287, 23.107, 46.691, 54.597
1542700, 32.652, 37.119, 50.517, 53.731
1544117, 32.262, 36.667, 49.121, 52.532
1545439, 31.503, 36.271, 48.914, 52.831
1546762, 31.053, 36.271, 48.656, 69.920
1548179, 89.822, 41.469, 48.552, 56.962
1549501, 30.147, 30.904, 47.828, 58.361
1550919, 28.744, 49.774, 70.476, 15.756
1552242, 28.589, 732.599, 9909.205, 6772.385
1553659, 328.110, 11530.339, 17248.810, 17746.169
1554981, 288.681, 3552.147, 10889.297, 7745.136
1556304, 236.120, 5958.022, 21683.246, 18543.771
1557721, 470.239, 21833.275, 26622.130, 18311.925
1559043, 467.780, 21293.896, 24872.027, 10702.366
1560460, 452.344, 2550.791, 2305.636, 58.661
1561783, 69.308, 36.949, 62.513, 118.421
1563199, 194.274, 41.921, 34.850, 36.842
1564522, 24.310, 44.576, 80.507, 56.795
1565845, 270.882, 3477.740, 2077.766, 13991.706
1567263, 405.201, 13342.656, 19598.396, 2012.891
1568585, 151.352, 48.701, 4893.692, 1976.949
1570002, 150.599, 68.079, 3991.055, 2584.077
1571325, 170.531, 9985.650, 3972.440, 276.149
1572741, 116.943, 39.605, 50.052, 48.001
1574064, 30.701, 33.955, 87.177, 157.395
1575387, 31.638, 31.469, 49.121, 117.522
1576804, 16.262, 16.610, 323.216, 5100.600
1578126, 114.236, 113.729, 286.505, 7802.032
1579543, 452.936, 21331.525, 26138.107, 17369.386
1580866, 450.788, 14416.836, 8372.182, 639.940
1582188, 172.179, 43.164, 52.430, 50.433
1583417, 31.254, 33.446, 47.880, 47.801
1584739, 24.005, 31.412, 42.554, 43.504
1585968, 14.562, 30.226, 40.745, 55.396
1587290, 169.705, 45.085, 39.193, 47.635
1588519, 106.807, 49.040, 45.243, 40.273
1589747, 20.552, 29.322, 40.434, 86.642
1590975, 205.256, 41.243, 37.901, 45.037
1592203, 21.226, 32.486, 44.467, 48.135
1593526, 21.721, 29.944, 40.434, 41.706
1594754, 18.749, 28.814, 37.590, 46.736
1596171, 18.670, 37.684, 29.990, 59.260
1597494, 25.694, 40.000, 25.440, 57.328
1598911, 13.483, 40.056, 24.405, 57.129
1600233, 13.238, 38.136, 23.888, 57.728
1601651, 13.532, 38.531, 28.180, 44.204
1602974, 32.432, 82.825, 247.053, 139.074
1604297, 100.479, 28.644, 41.830, 38.841
1605713, 21.721, 25.876, 37.797, 38.641
1607036, 18.425, 25.198, 38.469, 38.208
1608453, 19.047, 26.045, 38.728, 38.374
1609775, 20.602, 25.989, 40.331, 40.007
1611192, 21.252, 26.441, 40.745, 40.140
1612515, 21.245, 24.915, 34.695, 36.276
1613837, 21.998, 31.073, 42.813, 39.474
1615254, 17.405, 28.023, 51.293, 31.879
1616577, 12.817, 24.294, 36.401, 34.377
1617995, 34.892, 37.401, 67.166, 62.825
1619317, 222.260, 81.469, 62.927, 51.066
1620734, 46.771, 28.644, 42.399, 41.106
1622057, 23.073, 26.667, 38.831, 39.873
1623379, 19.713, 27.910, 52.017, 46.169
1624796, 20.098, 27.401, 42.503, 46.835
1626119, 27.618, 28.927, 40.434, 38.141
1627536, 22.867, 28.362, 40.538, 39.174
1628858, 20.873, 27.853, 46.587, 46.502
1630275, 40.678, 30.621, 39.400, 39.174
1631598, 27.809, 37.571, 52.740, 37.375
1632920, 16.606, 27.232, 40.331, 40.740
1634338, 24.562, 28.023, 41.934, 42.705
1635661, 29.980, 30.226, 40.745, 48.934
1637078, 46.812, 27.514, 34.592, 57.029
1638400, 96.886, 32.599, 40.486, 41.372
1639817, 111.895, 80.791, 75.801, 42.305
1641140, 21.032, 30.339, 41.882, 62.725
1642463, 74.222, 41.299, 32.420, 57.895
1643879, 22.791, 61.186, 37.177, 78.081
1645202, 24.218, 36.384, 32.678, 52.532
1646619, 63.844, 25.085, 32.834, 3514.324
1647943, 364.666, 10726.949, 2407.704, 50.999
1649359, 29.968, 29.096, 46.122, 58.661
1650587, 182.162, 63.220, 37.022, 37.742
1651909, 26.448, 32.260, 80.248, 118.155
1653138, 65.700, 256.949, 1634.798, 118.554
1654366, 220.175, 73.277, 38.056, 43.438
1655594, 21.552, 37.740, 56.050, 38.441
1656823, 19.856, 28.079, 39.917, 38.441
1658050, 19.553, 27.571, 45.191, 50.933
1659279, 49.866, -394.859, -137.435, -75.816
1660601, -12.103, -871.243, -96.381, -91.439
1661830, -10.152, -815.650, -97.466, -109.793
1663247, -10.526, -822.825, -99.276, -130.546
1664570, -11.245, -850.508, -101.293, -148.334
1665987, -12.323, -884.124, -107.601, -174.350
1667310, -13.439, -918.927, -113.082, -205.929
1668728, -14.812, -1002.090, -666.391, -447.002
1670145, -16.849, -933.446, -993.020, -326.616
1671468, -27.167, -473.616, -203.361, 1784.777
1672885, -27.089, 4391.751, 4073.630, 13907.862
1674207, -16.470, 14933.955, 9786.143, 22769.886
1675624, 37.062, 25911.298, 14151.810, 22961.892
1676947, -10.416, 26512.033, 14455.171, 22364.123
1678270, 292.316, 21527.513, 22595.345, 14377.249
1679592, 430.840, 18488.078, 24219.337, 15199.234
1680915, 429.604, 18730.564, 24135.470, 15279.880
1682333, 428.866, 18933.501, 24315.253, 15861.426
1683656, 429.592, 19119.433, 24171.613, 15881.879
1685073, 428.311, 19136.326, 24101.136, 15880.380
1686395, 427.015, 19163.332, 23990.226, 15888.541
1687812, 425.415, 19208.982, 23895.605, 15893.571
1689135, 424.218, 19233.501, 23834.488, 15794.004
1690458, 419.253, 19003.785, 23363.701, 15524.517
1691875, 418.215, 18978.361, 23341.882, 15520.720
1693197, 417.858, 18979.830, 23330.041, 15492.072
1694614, 416.929, 18948.642, 23263.960, 15459.527
1695937, 416.393, 18954.009, 23296.173, 15518.488
1697355, 417.232, 19022.203, 23393.640, 15554.130
1698678, 416.752, 18989.320, 23342.966, 15524.984
1700001, 416.289, 18985.818, 23295.605, 15495.237
1701418, 415.041, 19711.242, 21043.433, 18287.007
1702740, 354.489, 22035.478, 18202.998, 19997.601
1704157, 318.192, 24358.248, 16004.913, 21204.697
1705480, 299.833, 25188.642, 15257.912, 21670.886
1706897, 292.116, 26374.179, 14000.259, 22723.451
1708220, 280.854, 26281.919, 14200.776, 22577.214
1709542, 282.432, 26145.027, 14328.904, 19713.757
1710959, 351.625, 20025.988, 24326.111, 14722.152
1712282, 427.796, 18198.925, 23883.816, 15086.542
1713700, 425.575, 18437.683, 23782.109, 15098.501
1715022, 424.262, 18450.564, 24060.548, 15282.912
1716439, 429.291, 18532.880, 24129.783, 15377.116
1717762, 428.330, 18555.083, 24071.923, 15365.790
1719085, 427.363, 18564.179, 23977.300, 15346.669
1720313, 422.012, 18759.830, 23561.582, 15558.927
1721540, 421.952, 18789.376, 23554.136, 15546.936
1722769, 421.453, 18791.072, 23537.332, 15574.583
1723997, 419.609, 18553.785, 23073.371, 15023.785
1725226, 415.522, 18522.373, 23064.322, 15027.949
1726454, 415.179, 18530.791, 23037.589, 14988.541
1727777, 413.592, 18609.943, 22923.474, 15236.309
1729004, 409.870, 18625.478, 22923.939, 15283.245
1730327, 409.514, 18740.507, 22924.302, 15380.081
1731555, 407.746, 18744.857, 22935.314, 15554.130
1732878, 405.257, 19222.994, 21174.457, 17915.755
1734106, 352.503, 21742.033, 17675.957, 19637.074
1735523, 318.885, 23538.078, 16092.968, 20780.146
1736846, 295.069, 24745.648, 14989.453, 21327.582
1738263, 289.358, 25133.388, 14624.095, 21537.607
1739585, 285.828, 25374.519, 14359.359, 21709.093
1740908, 284.784, 25304.800, 14744.054, 17937.908
1742326, 356.502, 18473.107, 25185.210, 14506.896
1743649, 435.905, 17417.794, 23783.091, 14867.156
1745066, 433.674, 17502.427, 23508.531, 14916.722
1746388, 434.702, 17835.931, 23359.359, 15346.703
1747805, 430.403, 17986.892, 23368.873, 15321.686
1749128, 429.307, 17899.773, 23291.105, 15273.251
1750450, 428.108, 17785.875, 23216.701, 15259.727
1751867, 427.204, 17583.898, 23144.312, 15232.711
1753190, 426.384, 17155.988, 22367.011, 14511.160
1754607, 419.851, 15549.774, 22297.052, 14617.755
1755930, 418.829, 15787.740, 22214.683, 14531.546
1757347, 415.864, 15590.113, 22161.996, 14495.704
1758670, 415.656, 14853.672, 21878.232, 14420.919
1759993, 415.305, 13974.746, 21627.611, 14307.163
1761410, 414.757, 12753.841, 20996.587, 13973.285
1762732, 412.953, 9440.396, 19623.371, 13883.178
1764149, 414.757, 17821.636, 22558.324, 14778.714
1765472, 415.929, 17846.326, 22582.419, 14853.165
1766889, 416.559, 18006.892, 22585.160, 14832.678
1768211, 416.366, 18009.490, 22604.343, 14851.632
1769534, 416.507, 18041.242, 22615.511, 14870.586
1770952, 416.379, 18025.140, 22601.033, 14866.623
1772275, 416.164, 18018.982, 22588.056, 14863.658
1773691, 415.834, 17996.044, 22556.566, 14853.764
1775014, 415.616, 17986.269, 22553.722, 14840.806
1776431, 415.120, 17812.880, 22514.683, 14824.583
1777754, 414.720, 17776.722, 22449.017, 14783.044
1782382, 413.915, 17634.236, 22416.855, 14775.183
1783799, 413.799, 17445.535, 22324.353, 14709.894
1788050, 412.982, 16347.062, 22118.408, 14671.653
1789372, 412.833, 16155.084, 22115.357, 14630.879
1790695, 412.477, 15437.626, 21931.541, 14568.955
1791923, 412.209, 14538.701, 21429.626, 14334.977
1795607, 411.377, 12836.498, 20375.697, 14029.281
1796930, 411.045, 11558.362, 20438.986, 13985.976
1798158, 410.697, 10971.356, 19669.855, 13517.855
1799575, 409.974, 9839.040, 19172.234, 13418.622
1800898, 409.866, 8821.074, 18627.765, 13232.212
1802976, 409.255, 8123.164, 18030.816, 12904.331
1804299, 408.509, 7162.881, 17183.970, 12432.012
1805716, 408.106, 6392.260, 16126.681, 11961.693
1807038, 407.189, 5273.390, 15181.490, 11482.978
1808361, 406.618, 4928.757, 14318.615, 10613.858
1809779, 405.786, 4311.977, 12982.162, 10169.387
1811102, 403.030, 2581.073, 12853.723, 10000.799
1812991, 404.094, 3511.921, 11909.514, 9335.244
1814313, 403.113, 3069.661, 10815.978, 8914.524
1815730, 401.907, 2646.215, 9988.832, 8331.413
1817053, 400.095, 2190.734, 9054.395, 7756.196
1818375, 398.828, 1936.441, 8226.267, 7240.640
1819792, 397.065, 1573.390, 7426.008, 6605.063
1821115, 394.665, 1331.073, 6583.454, 6003.797
1822532, 392.850, 1190.169, 5908.325, 5622.252
1823855, 390.726, 992.655, 5333.195, 4760.426
1825273, 379.641, 859.322, 4454.757, 4450.866
1826595, 382.664, 763.390, 4024.147, 4236.276
1827918, 378.110, 596.610, 3791.055, 3799.667
1829335, 374.655, 581.356, 3404.964, 3611.359
1830657, 370.489, 508.927, 3038.366, 3267.721
1832074, 366.758, 425.593, 2608.635, 2975.150
1833397, 363.450, 411.525, 2426.267, 2659.860
1834814, 356.793, 362.938, 2195.088, 2467.921
1836136, 353.252, 322.712, 1924.664, 2155.863
1837459, 345.874, 294.124, 1634.747, 2050.300
1838877, 345.823, 275.198, 1582.213, 1939.174
1840200, 339.407, 250.678, 1295.657, 1647.002
1841616, 332.971, 218.079, 1219.597, 1440.107
1842939, 324.937, 216.045, 1189.504, 1444.604
1844356, 323.371, 187.684, 1051.293, 1384.877
1845584, 319.971, 182.599, 996.898, 1278.548
1846813, 311.127, 173.842, 901.965, 1218.954
1848040, 311.523, 169.435, 882.989, 1165.789
1849268, 303.858, 159.096, 803.671, 1086.776
1850497, 301.385, 149.266, 775.388, 1108.095
1851725, 302.198, 153.955, 715.460, 940.007
1852952, 294.802, 146.158, 679.317, 896.536
1854181, 290.164, 136.667, 629.524, 838.208
1855503, 286.163, 131.695, 570.941, 706.163
1856732, 271.478, 127.514, 534.591, 706.296
1858149, 271.991, 122.542, 505.533, 651.666
1859471, 267.286, 116.723, 463.495, 640.939
1860888, 266.072, 111.921, 505.688, 718.021
1863156, 267.893, 115.537, 476.474, 677.815
