Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
74879, 33.114, 26.728, 7.471, 11.054
76292, 33.736, 32.211, 8.316, 11.709
77611, 33.625, 27.169, 8.266, 12.028
79024, 34.124, 29.077, 8.265, 11.515
80343, 33.813, 28.530, 7.803, 11.579
81757, 33.660, 29.073, 8.044, 11.481
83076, 33.658, 25.701, 8.033, 11.644
84489, 34.028, 28.699, 7.744, 11.215
85902, 33.090, 26.200, 7.824, 11.080
87221, 33.255, 26.827, 7.785, 11.630
88540, 33.568, 26.165, 7.940, 11.973
89765, 34.269, 25.534, 7.918, 11.826
91084, 33.591, 26.559, 7.854, 11.480
92308, 33.945, 25.874, 7.719, 11.422
93627, 34.118, 30.396, 8.135, 11.915
94852, 34.022, 28.565, 7.823, 11.888
96171, 33.690, 27.509, 7.497, 10.695
97396, 33.133, 23.369, 7.456, 11.315
98715, 33.653, 23.439, 7.127, 10.608
99939, 33.409, 23.965, 7.798, 11.426
101258, 33.575, 29.301, 8.354, 11.972
102484, 34.033, 26.864, 7.607, 10.934
103803, 33.839, 25.538, 7.459, 10.886
105122, 33.426, 24.344, 7.192, 10.464
106441, 33.070, 23.950, 7.012, 10.132
107854, 32.955, 23.268, 7.406, 10.722
109173, 33.428, 24.018, 7.583, 11.236
110586, 33.453, 27.712, 7.700, 11.355
111905, 33.881, 25.551, 7.601, 11.179
113318, 33.373, 23.468, 7.543, 11.400
114731, 33.533, 27.910, 7.971, 11.903
116050, 33.925, 28.386, 8.355, 12.040
117463, 34.198, 30.258, 7.585, 10.895
118782, 34.769, 36.125, 7.612, 10.679
120195, 34.253, 36.587, 8.195, 12.975
121514, 30.893, 4.767, 8.632, 13.120
122927, 30.471, 4.209, 8.351, 12.688
124247, 30.130, 3.718, 8.136, 12.646
125566, 30.067, 4.899, 8.289, 12.587
126979, 30.298, 5.444, 8.357, 11.846
128298, 30.129, 8.269, 8.228, 12.103
129711, 30.120, 4.681, 8.417, 12.868
131030, 29.947, 4.807, 8.288, 12.453
132443, 29.208, 21.631, 12.166, 15.824
133762, 31.572, 16.694, 10.005, 13.986
135175, 30.560, 7.772, 9.239, 13.621
136588, 30.501, 7.933, 8.774, 12.575
137907, 29.751, 8.129, 7.930, 12.097
139320, 29.806, 9.199, 9.381, 13.962
140639, 30.625, 7.966, 8.462, 12.678
142052, 30.340, -105.669, 8.568, 12.756
143465, 30.115, 10.221, 9.019, 13.643
144784, 30.509, 8.906, 8.761, 12.976
146010, 29.922, 5.485, 8.197, 12.772
147235, 29.705, 6.710, 8.567, 12.921
148459, 29.989, 6.330, 7.954, 12.666
149684, 29.741, 6.512, 8.022, 12.545
150909, 29.876, 4.217, 7.616, 11.657
152134, 29.265, 8.652, 7.810, 9.945
153358, 35.126, 61.417, 7.552, 8.705
154583, 36.888, 72.381, 8.649, 9.535
155808, 37.923, 65.851, 7.775, 9.292
157127, 37.811, 65.436, 8.180, 9.142
158540, 36.154, 59.978, 8.160, 9.071
159859, 37.376, 56.469, 6.950, 8.195
161273, 36.045, 42.882, 6.692, 7.994
162592, 35.627, 49.792, 7.519, 9.263
164005, 36.972, 57.582, 7.526, 9.118
165324, 38.719, 60.421, 7.904, 9.139
166643, 36.632, 58.267, 8.031, 10.249
168056, 36.703, 60.417, 8.227, 9.465
169375, 36.583, 59.244, 7.978, 9.431
170788, 36.634, 53.668, 7.544, 9.066
172107, 36.318, 55.417, 7.973, 9.405
173520, 36.570, 62.110, 8.331, 9.464
174839, 36.706, 54.988, 7.878, 9.036
176158, 36.107, 49.843, 7.662, 9.402
177477, 36.750, 57.714, 8.059, 9.612
178795, 36.250, 59.405, 7.930, 9.713
180209, 36.420, 57.291, 8.184, 9.470
181529, 36.636, 52.029, 7.818, 9.503
182942, 36.932, 66.791, 8.807, 10.081
184261, 36.709, 69.212, 9.159, 10.084
185674, 37.105, 69.055, 8.796, 10.142
186993, 37.569, 66.259, 8.658, 10.144
188312, 37.061, 64.911, 8.544, 9.939
189630, 36.598, 56.856, 9.184, 12.982
190949, 39.470, 58.060, 7.565, 9.516
192362, 38.368, 48.274, 7.236, 8.364
193681, 35.658, 23.969, 5.199, 7.990
195096, 21.825, 14.119, 10.215, 12.449
196414, 19.747, 9.586, 8.957, 11.262
197828, 19.277, 4.522, 7.561, 11.291
199146, 22.242, 92.049, 25.777, 25.333
200371, 23.667, 42.630, 16.446, 18.073
201596, 21.860, 21.680, 12.009, 14.459
202821, 20.883, 15.012, 10.466, 13.003
204045, 20.041, 8.168, 8.433, 11.012
205270, 19.387, 6.607, 7.697, 10.266
206589, 18.977, 3.157, 6.785, 9.202
207908, 18.472, 0.167, 5.845, 8.352
209322, 18.526, 0.060, 5.889, 8.236
210641, 18.024, -0.645, 5.407, 7.434
212054, 17.173, -2.885, 5.038, 7.122
213373, 17.169, -1.142, 5.333, 7.375
214786, 17.249, -2.951, 5.404, 7.674
216105, 17.378, -3.683, 4.632, 7.221
217424, 17.189, -2.808, 4.732, 7.005
218743, 16.844, -3.910, 4.379, 6.518
220062, 16.709, -5.248, 4.097, 6.237
221475, 16.458, -3.862, 4.498, 6.655
222794, 16.891, -3.041, 4.407, 6.717
224208, 16.141, -4.662, 4.145, 6.346
225527, 16.006, -4.602, 4.278, 6.532
226846, 16.311, -4.382, 4.325, 6.678
228165, 16.242, -4.466, 4.318, 6.507
229483, 16.206, -3.881, 4.348, 6.576
230802, 16.640, -4.784, 4.200, 6.356
232121, 16.337, -5.099, 4.065, 6.295
233534, 16.181, -4.854, 4.031, 5.993
234853, 15.927, -4.741, 4.092, 6.059
236266, 15.928, -5.508, 4.023, 6.199
237585, 16.045, -5.149, 4.246, 6.241
238904, 16.032, -3.889, 4.349, 6.431
240223, 16.046, -5.339, 4.048, 5.980
241542, 15.752, -3.811, 4.865, 6.859
242861, 16.781, -3.819, 4.549, 6.694
244180, 15.995, -4.864, 3.959, 6.045
245593, 16.377, -5.314, 4.225, 6.655
246912, 17.322, -0.695, 5.785, 8.333
248325, 20.402, 0.880, 6.050, 8.161
249645, 16.827, -2.231, 4.954, 7.094
250964, 16.375, -3.934, 4.452, 6.373
252283, 16.054, -3.388, 4.804, 7.066
253602, 16.471, -1.499, 5.569, 7.996
254826, 16.430, 0.247, 6.512, 9.736
256145, 20.741, 9.399, 8.115, 10.647
257464, 19.839, 11.772, 8.878, 11.174
258783, 19.824, 5.287, 5.389, 6.072
260196, 19.754, -2.499, 3.825, 4.946
261515, 19.191, -4.336, 3.463, 4.816
262928, 19.674, -0.408, 4.214, 5.463
264247, 19.852, -3.326, 3.663, 4.869
265566, 19.132, -4.551, 3.305, 4.831
266886, 19.497, -2.613, 3.761, 5.043
268205, 19.539, -3.889, 3.539, 4.697
269524, 19.144, -3.223, 3.680, 4.987
270843, 18.372, -5.943, 3.293, 4.867
272256, 19.214, -4.842, 3.258, 4.534
273575, 18.251, -5.910, 3.038, 4.462
274988, 18.166, -3.369, 3.575, 4.864
276307, 18.162, -5.297, 3.158, 4.504
277626, 18.005, -5.732, 3.123, 4.575
278945, 18.065, -4.380, 3.314, 4.656
280265, 18.242, -4.000, 3.412, 4.790
281584, 17.897, -5.908, 3.039, 4.364
282902, 17.721, -6.083, 2.904, 4.160
284221, 17.638, -5.365, 3.142, 4.557
285540, 17.849, -6.071, 2.956, 4.274
286953, 17.387, -5.811, 3.042, 4.208
288272, 17.538, -6.081, 2.914, 4.154
289591, 17.533, -6.497, 2.880, 4.083
290910, 17.332, -6.159, 3.056, 4.363
292230, 17.666, -5.910, 3.251, 4.928
293549, 18.130, -5.625, 3.090, 4.559
294868, 18.371, -3.943, 3.692, 4.752
296187, 18.337, -5.431, 3.104, 5.202
297506, 20.768, 2.520, 4.636, 6.160
298919, 19.315, -1.128, 4.075, 5.378
300238, 19.294, -4.314, 3.580, 4.543
301557, 18.280, -6.462, 3.141, 4.318
302876, 17.899, -5.085, 3.091, 4.423
304195, 17.972, -6.221, 3.048, 4.026
305513, 17.397, -7.250, 2.836, 3.964
306927, 17.532, -5.811, 3.033, 4.153
308340, 17.700, -5.875, 3.129, 4.198
309754, 18.212, -6.778, 2.872, 3.854
311167, 17.141, -6.087, 3.184, 4.573
312486, 18.227, -4.308, 3.386, 4.558
313805, 18.103, -6.155, 3.047, 4.930
315124, 18.834, -4.289, 3.501, 4.768
316443, 18.924, -4.099, 3.737, 5.207
317762, 19.194, -0.940, 4.292, 5.475
319080, 19.124, -3.411, 3.667, 5.358
320399, 18.715, -3.776, 3.517, 4.676
321718, 17.854, -6.283, 3.068, 4.363
323131, 17.915, -4.380, 3.422, 4.726
324451, 17.950, -5.671, 3.181, 4.405
325770, 17.590, -6.345, 2.972, 4.161
327089, 17.233, -6.712, 2.820, 3.968
328408, 17.079, -7.287, 2.791, 3.909
329727, 16.969, -5.388, 3.318, 4.916
331046, 17.860, 0.730, 4.800, 6.239
332365, 20.055, -1.074, 4.834, 6.208
333684, 19.615, -2.359, 3.959, 5.312
335003, 18.073, -3.485, 3.815, 5.380
336322, 19.082, -2.221, 3.814, 5.024
337735, 18.471, -2.270, 3.966, 5.498
339054, 18.964, -3.945, 3.674, 5.042
340372, 18.675, -4.629, 3.416, 4.469
341692, 18.338, -5.460, 3.268, 4.348
343011, 17.995, -5.607, 3.260, 4.332
344330, 17.733, -6.227, 3.101, 4.126
345649, 17.600, 30.518, 12.210, 12.515
346968, 24.238, 17.779, 8.090, 9.178
348287, 22.394, 6.664, 5.938, 7.013
349700, 20.809, -0.375, 4.497, 5.813
351019, 19.967, -0.553, 4.298, 5.423
352339, 19.703, -1.223, 4.322, 5.477
353658, 19.386, -2.254, 3.972, 4.998
354977, 18.917, -4.972, 3.308, 4.415
356390, 18.209, 7.974, 6.897, 7.828
357803, 21.485, 3.681, 5.067, 6.257
359216, 20.076, -1.033, 4.145, 5.551
360629, 20.620, 0.850, 4.594, 5.541
362042, 19.323, -2.204, 4.227, 5.524
363455, 19.331, -3.485, 3.710, 4.662
364869, 18.378, -5.532, 3.170, 4.209
366187, 17.993, -6.522, 2.956, 3.964
367507, 17.774, -5.405, 3.654, 4.758
368826, 18.472, -5.508, 3.219, 4.296
370145, 18.123, -6.475, 2.978, 4.228
371464, 18.039, -6.491, 3.115, 4.640
372783, 18.332, -5.485, 3.103, 4.387
374102, 18.095, -3.345, 3.666, 4.885
375421, 18.524, -5.501, 3.220, 4.243
376740, 18.201, -6.372, 3.026, 4.337
378059, 41.019, -3.815, 2.549, 4.057
379378, 43.945, -4.685, 2.332, 3.745
380697, 42.741, -4.866, 2.238, 3.621
382015, 42.918, -3.996, 2.513, 4.080
383335, 43.248, -3.493, 2.461, 3.951
384654, 42.497, -3.272, 2.503, 4.044
385973, 42.865, -0.614, 2.929, 4.517
387292, 43.910, -2.967, 2.571, 4.253
388611, 43.651, -1.433, 2.842, 4.537
389930, 44.565, 0.008, 3.010, 4.649
391249, 44.352, -2.404, 2.597, 4.178
392568, 43.347, -2.072, 2.688, 4.296
393887, 43.934, -0.726, 2.791, 4.546
395207, 42.646, -1.982, 2.707, 4.285
396526, 41.590, 2.058, 3.503, 5.425
397844, 46.192, 2.666, 3.470, 5.219
399163, 44.511, -0.408, 3.019, 4.817
400388, 43.578, -2.208, 2.897, 4.570
401707, 42.528, -2.118, 2.660, 4.680
403026, 43.945, -0.633, 2.742, 4.608
404345, 42.937, -2.118, 2.754, 4.872
405664, 41.504, -3.289, 2.392, 4.161
407077, 41.524, -3.666, 2.496, 4.189
408491, 42.103, -1.660, 2.745, 4.474
409904, 42.434, -1.054, 2.729, 4.231
411317, 43.037, 3.675, 2.377, 3.474
412730, 42.377, 1.190, 2.145, 3.287
414143, 41.244, 0.330, 2.087, 3.206
415557, 41.076, 2.491, 2.285, 3.340
416970, 36.554, -2.404, 3.053, 5.754
418383, 32.249, 1.926, 4.209, 6.647
419702, 31.038, 0.212, 3.869, 5.949
421021, 30.518, 1.905, 4.053, 6.725
422341, 32.663, 9.949, 5.429, 7.876
423659, 32.901, 14.890, 6.561, 9.514
424978, 34.080, 7.747, 
