Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4, 5 for all
1 pass.
2 pass
3 pass
4 pass.
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
792515, 60.912, 25.043, 41.764, 65.684
793836, 58.461, 8.107, 32.835, 65.413
795156, 57.227, 7.610, 23.207, 39.127
796572, 56.223, -1.813, 0.722, 16.509
797891, 55.618, -1.824, 0.266, 7.452
799307, 55.222, -1.441, 0.822, 4.567
800627, 54.700, -1.801, 0.659, 2.891
802041, 54.270, -1.863, 0.413, 1.644
803362, 53.884, -1.905, 0.365, 8.799
804682, 53.363, -1.971, 0.227, 0.795
806002, 53.400, -1.924, 0.277, 2.470
807322, 53.717, -1.916, 0.400, 1.774
808737, 101.845, -1.850, 33.111, 103.326
810057, 97.426, 2.404, 47.809, 109.792
811472, 96.667, 76.008, 68.478, 109.453
812792, 95.335, 31.772, 53.326, 105.200
814206, 94.156, 79.878, 64.485, 53.440
815527, 92.786, -1.765, 0.292, 0.690
816847, 87.675, -1.922, 0.201, 11.412
818167, 88.560, 53.637, 52.770, 15.034
819488, 89.479, 5.505, 11.754, 76.341
820902, 89.155, 74.080, 43.226, 95.541
822222, 26.829, 88.806, 67.510, 106.125
823637, 91.211, 88.710, 67.194, 104.933
824957, 89.134, 23.217, 21.040, 10.958
826278, 90.224, 88.020, 66.928, 104.940
827598, 90.664, 87.752, 53.560, 7.505
828918, -1.537, 17.036, 41.986, 70.708
830239, -0.187, 87.547, 66.145, 43.753
831559, -1.643, 87.493, 66.719, 104.554
832974, 90.219, 87.467, 66.465, 104.246
834294, 88.876, 56.839, 66.206, 103.801
835709, 89.609, 87.082, 66.141, 103.737
837029, 89.638, 86.897, 66.135, 103.645
838350, 89.375, 86.815, 65.966, 103.538
839670, 89.183, 86.646, 65.896, 89.094
840990, 87.569, 46.350, 41.388, 48.616
842311, 88.602, 32.086, 28.458, 95.565
843536, 88.521, 57.069, 61.849, 104.744
844856, 83.880, 56.175, 54.647, 108.626
846177, 80.084, 50.084, 50.021, 110.424
847591, 78.768, 43.078, 48.045, 109.274
848912, 78.057, 29.104, 42.745, 105.330
850326, 78.037, 13.835, 32.195, 88.439
851647, 77.522, -1.570, 0.297, 1.469
852967, 77.648, -1.594, 9.357, 54.077
854287, 84.348, 69.081, 62.751, 96.297
855608, 85.910, 83.509, 60.760, 61.528
856928, 85.389, 77.344, 62.421, 97.141
858248, 85.683, 83.431, 32.957, 68.470
859569, 74.797, 61.444, 38.294, 110.503
860889, 75.347, 47.849, 41.350, 109.421
862304, 75.390, 37.497, 33.412, 81.577
863624, 75.950, 0.667, 3.576, 11.362
865038, 81.593, -1.615, 0.723, 12.597
866359, 81.954, 71.925, 52.704, 32.721
867679, 83.663, 65.600, 40.493, 75.988
869000, 83.304, 4.104, 29.447, 7.076
870320, 80.331, 15.347, 50.820, 99.125
871641, 84.170, 83.598, 58.903, 99.154
872961, 84.103, 83.364, 58.738, 98.979
874375, 84.322, 81.933, 28.746, 79.057
875696, 83.826, 45.952, 29.639, 99.417
877110, 84.076, 83.659, 58.853, 99.172
878431, 83.910, 83.554, 58.822, 99.188
879751, 83.881, 83.583, 58.818, 99.218
881071, 82.910, 62.518, 28.365, 31.033
882392, 21.276, 23.408, 9.897, 24.474
883712, 15.120, 35.960, 10.694, 57.382
885033, 18.009, 27.438, 10.604, 57.548
886447, 17.617, 36.965, 27.682, 61.506
887768, 21.637, 34.420, 12.722, 60.606
889182, 16.964, 37.531, 9.872, 64.990
890502, 17.381, 16.992, 8.824, 56.992
891823, 17.778, -0.359, 2.065, 20.907
893143, 18.040, -1.955, 2.444, 48.482
894463, 18.485, 22.019, 4.489, 38.129
895878, 28.370, 30.034, 18.870, 23.270
897198, 28.485, 3.616, 0.419, 13.383
898613, 29.915, 7.620, 19.097, 42.330
899933, 29.357, 25.500, 21.278, 43.054
901253, 29.452, 27.049, 21.524, 43.075
902574, 29.614, 29.637, 20.958, 42.628
903894, 29.550, 23.877, 20.808, 40.816
905215, 30.054, 6.677, 11.653, 2.745
906535, 29.612, 18.041, 25.634, 33.032
907855, 33.450, 28.458, 27.769, 38.662
909176, 33.150, 28.947, 27.542, 39.098
910496, 33.075, 28.505, 18.786, 32.832
911817, 32.947, 9.510, 8.330, 30.289
913231, 32.877, -1.439, 11.470, 27.424
914552, 32.886, -1.160, 6.042, 17.614
915872, 32.839, -1.703, 1.687, 7.066
917192, 32.774, -1.880, 0.436, 1.865
918513, 32.704, -1.926, 0.323, 1.141
919832, 32.604, -1.961, 0.265, 0.952
921153, 32.578, -1.966, 0.252, 0.889
922473, 32.545, -1.964, 0.284, 0.906
923793, 32.325, -1.983, 0.219, 1.991
925114, 32.757, -1.923, 0.210, 1.094
926434, 6.243, -2.017, 1.111, 5.600
927849, 5.114, -0.101, 3.769, 10.295
929169, 5.661, -1.985, 0.385, 9.047
930490, 6.205, 7.707, 5.494, 11.856
931810, 6.363, 8.503, 5.599, 12.206
933131, 6.539, 8.720, 5.712, 12.423
934451, 6.656, 8.768, 5.787, 12.600
935771, 6.758, 8.158, 5.804, 12.609
937092, 6.856, -1.548, 1.058, 3.398
938412, 6.895, 3.687, 6.010, 12.483
939827, 7.078, 3.102, 4.989, 11.105
941147, 7.091, -1.543, 1.470, 4.265
942468, 7.195, -1.952, 0.243, 0.567
943882, 7.233, -2.035, 0.132, 1.710
945297, 7.126, -2.045, 0.145, 1.066
946711, 7.518, -1.883, 1.598, 7.351
948127, 6.841, -2.022, 0.136, 1.297
949542, 7.330, -1.911, 2.581, 9.546
950956, 7.451, -1.378, 1.941, 6.786
952277, 7.490, -1.913, 0.453, 0.926
953597, 7.274, -2.044, 0.882, 10.030
954917, 7.592, -0.401, 3.963, 12.808
956238, 7.676, 9.431, 6.884, 12.926
957558, 7.717, 9.489, 6.903, 12.983
958879, 7.748, 9.527, 6.916, 12.971
960199, 7.751, 7.503, 5.591, 7.066
961518, 7.738, -1.797, 0.265, 0.396
962839, 7.702, -1.961, 0.433, 0.610
964159, 7.782, -1.997, 0.165, 0.787
965480, 7.821, -1.991, 0.198, 0.592
966800, 7.824, -2.027, 0.208, 0.944
968120, 7.843, -2.016, 2.938, 3.850
969441, 7.826, 9.849, 6.669, 12.976
970761, 7.964, -1.460, 1.761, 1.608
972082, 7.943, -1.993, 0.302, 1.202
973402, 7.953, -2.022, 0.151, 0.466
974722, 7.932, -2.038, 0.132, 0.352
976043, 7.568, -2.032, 2.174, 8.536
977363, 7.387, 1.743, 6.758, 13.700
978684, 8.141, 10.137, 7.221, 13.773
980004, 8.167, 10.164, 7.227, 13.190
981325, 8.122, -1.962, 0.194, 8.269
982645, 8.158, 9.357, 7.179, 13.570
983965, 8.168, -0.677, 1.145, 2.348
985286, 8.131, -2.021, 0.146, 1.057
986605, 8.154, -2.030, 0.145, 0.754
987925, 8.091, -2.032, 0.172, 1.187
989246, 
