Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4, 5 for all
1 pass.
2 pass
3 pass
4 pass.
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
58325, 903.000, 5.890, -595.000, 697.000
59644, 915.000, 5.914, -731.000, -204.000
61059, 664.000, 5.968, -697.000, 285.000
62379, 906.000, 5.853, -544.000, 572.000
63700, 848.000, 5.929, -687.000, 101.000
65019, 669.000, 5.783, 328.000, 638.000
66339, 1016.000, 0.258, 2830.000, 32555.000
67660, 1148.000, -14.663, 28757.000, 3359.000
68980, 475.000, 6.006, -58.000, 55292.000
70394, 1258.000, -5.426, 28434.000, 71926.000
71526, 1245.000, -55.122, 48870.000, 70945.000
72941, 1124.000, 5.800, 13930.000, 36914.000
74261, 1058.000, 5.589, 29354.000, 49673.000
75675, -1431.000, -28.641, 49099.000, 72614.000
76996, 1589.000, -57.871, 49515.000, 73362.000
78316, -6898.000, -130.146, 49578.000, 73946.000
79542, -4937.000, -246.698, 49568.000, 73651.000
80862, -14762.000, -256.833, 49582.000, 73476.000
82183, 1054.000, -32.594, 9918.000, 57516.000
83503, -16612.000, -227.213, 49448.000, 73401.000
84917, 1733.000, -227.005, 49511.000, 73584.000
86237, 1925.000, -234.925, 49465.000, 73382.000
87652, 1672.000, -211.038, 49290.000, 73176.000
88972, 1524.000, -198.441, 49212.000, 73030.000
90292, 1464.000, -186.145, 49116.000, 72946.000
91612, 1317.000, -63.383, 48816.000, 72092.000
92933, 1225.000, -20.031, 41451.000, 67875.000
94253, 1242.000, -58.932, 48868.000, 72161.000
95573, 1204.000, -48.006, 48159.000, 73164.000
96987, 1293.000, -58.751, 48983.000, 73023.000
98308, 1267.000, -20.465, 48890.000, 72452.000
105756, 1384.000, -58.052, 49053.000, 72451.000
107076, 1362.000, -57.471, 48838.000, 69744.000
108396, 311.000, 5.709, -772.000, 10400.000
109716, 702.000, -10.492, 46863.000, 39500.000
111036, 743.000, 5.409, 17855.000, 45587.000
112451, 1306.000, -58.430, 49041.000, 72359.000
113771, 1312.000, -57.838, 48964.000, 72191.000
115091, 1271.000, -55.630, 48729.000, 71719.000
116411, 1228.000, -38.255, 46751.000, 70188.000
117732, 1185.000, -21.154, 36217.000, 61981.000
119052, 1178.000, 0.748, 19244.000, 45361.000
120372, 1116.000, 4.449, 6831.000, 27018.000
121692, 1058.000, 5.353, 1686.000, 13117.000
123012, 1027.000, 5.667, 74.000, 4552.000
124427, 933.000, 5.924, -757.000, -87.000
125747, 814.000, 5.800, -580.000, 8245.000
127067, 995.000, 5.658, 6399.000, 1553.000
128387, -1393.000, 5.640, -794.000, -294.000
129707, 583.000, 5.547, -681.000, 3690.000
131028, 1031.000, -26.164, 18772.000, 40541.000
132347, 1078.000, -0.955, -387.000, 744.000
133667, 919.000, 3.371, -605.000, 452.000
134987, 835.000, 4.362, -728.000, -2.000
136307, 763.000, 4.986, -664.000, 287.000
137627, 678.000, 5.545, 6883.000, 52373.000
139137, 1023.000, 5.485, 3268.000, 9669.000
140551, 1014.000, 2.309, 30769.000, 70693.000
141965, 1226.000, -57.479, 48967.000, 74074.000
143380, 1374.000, -58.783, 48848.000, 72366.000
144700, 1259.000, -53.406, 48003.000, 70660.000
152808, 1175.000, -32.472, 40283.000, 63430.000
154128, -1342.000, -3.101, 22689.000, 45287.000
155449, -5211.000, 3.056, 8470.000, 14313.000
156863, -8594.000, 5.730, -426.000, 3663.000
158183, -9508.000, 5.800, -533.000, 773.000
159503, -9807.000, 5.862, -562.000, 1283.000
160824, -10826.000, 5.834, -486.000, 2020.000
162144, -13336.000, 5.796, -549.000, 958.000
163464, -18762.000, 5.895, -659.000, 480.000
164784, -20214.000, 5.897, -691.000, 216.000
166104, -22464.000, 5.905, -690.000, 344.000
167425, -24059.000, 5.925, -708.000, 248.000
168745, -27250.000, 5.994, -809.000, 278.000
170064, -34463.000, 5.924, -714.000, -272.000
171384, -24812.000, 5.615, 2604.000, 7794.000
172705, -21359.000, 5.032, 4201.000, 15871.000
174025, -21049.000, 4.332, 5740.000, 25365.000
175345, -20838.000, -22.014, 21176.000, 32632.000
176665, -20582.000, -35.049, 21373.000, 32655.000
177986, -20637.000, -29.085, 21321.000, 32441.000
179306, -20711.000, -44.535, 21312.000, 31878.000
180626, -20689.000, -41.137, 20602.000, 30367.000
181946, -20713.000, -24.228, 16733.000, 24275.000
183266, -20913.000, 4.726, 1711.000, 1716.000
184587, -31533.000, 
