Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
1589035, 23.376, 45.731, 42.491, 53.889
1590452, 23.159, 44.701, 42.716, 52.858
1591774, 21.003, 44.701, 45.504, 58.957
1593097, 29.629, 53.140, 54.946, 58.957
1594419, 26.699, 51.472, 53.552, 58.603
1595742, 26.763, 51.374, 53.058, 57.307
1597064, 25.253, 51.227, 53.597, 57.867
1598292, 27.970, 51.521, 53.327, 58.427
1599615, 29.757, 52.061, 54.721, 59.193
1600842, 30.121, 52.061, 54.496, 58.928
1602164, 28.718, 50.785, 53.058, 57.219
1603487, 28.686, 51.227, 52.923, 57.867
1604809, 32.951, 58.881, 61.376, 68.444
1606132, 39.463, 56.330, 56.520, 64.113
1607454, 34.027, 54.220, 66.637, 72.599
1608776, 41.804, 54.318, 56.969, 62.994
1610099, 34.060, 53.876, 57.734, 62.345
1611421, 27.203, 49.362, 50.090, 59.134
1612649, 39.587, 52.502, 56.475, 67.089
1613972, 47.290, 55.888, 62.815, 66.529
1615200, 37.738, 52.306, 53.867, 59.281
1616523, 29.365, 49.706, 52.698, 56.688
1617845, 26.266, 49.313, 51.933, 57.130
1619168, 27.262, 49.755, 52.833, 57.985
1620490, 28.723, 49.558, 52.698, 58.368
1621813, 29.151, 49.657, 52.158, 57.366
1623135, 30.103, 49.706, 51.349, 57.307
1624457, 28.688, 49.607, 51.933, 57.042
1625780, 27.874, 49.313, 51.394, 55.569
1627008, 26.528, 48.037, 51.754, 55.451
1628331, 27.439, 50.491, 53.507, 56.335
1629558, 27.203, 49.313, 51.709, 54.714
1630880, 27.382, 48.184, 54.047, 62.463
1632298, 31.644, 51.227, 67.131, 62.846
1633715, 50.840, 60.157, 62.095, 80.996
1635132, 83.994, 65.849, 64.433, 67.443
1636548, 41.973, 53.238, 51.933, 56.158
1637965, 34.278, 52.208, 52.743, 56.511
1639288, 27.678, 46.663, 49.460, 58.456
1640705, 33.558, 48.970, 50.360, 44.785
1642122, 102.049, 90.873, 85.297, 84.620
1643539, 202.061, 94.946, 107.284, 113.406
1644955, 86.775, 71.786, 81.924, 95.669
1646278, 85.956, 69.627, 58.903, 76.458
1647695, 37.348, 56.575, 49.505, 65.763
1649112, 28.653, 52.797, 45.683, 62.316
1650435, 29.113, 53.778, 51.933, 63.553
1651757, 32.205, 50.049, 49.505, 57.101
1653079, 33.536, 58.930, 59.128, 62.021
1662146, 37.341, 54.465, 59.128, 61.668
1663468, 40.206, 54.171, 
