Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4
108217, 9.781, 20.167, 11.466, 11.285
109634, 9.367, 19.136, 11.016, 10.754
110956, 8.629, 19.431, 10.567, 10.401
112279, 8.492, 19.382, 10.522, 10.106
113601, 8.489, 19.480, 10.746, 10.548
114924, 8.377, 19.136, 10.072, 10.224
116341, 8.462, 18.842, 10.072, 9.635
117663, 7.993, 18.744, 9.802, 9.870
119081, 8.104, 19.480, 10.387, 9.193
120403, 7.920, 18.989, 10.027, 9.900
121726, 7.862, 18.744, 9.892, 9.546
123048, 7.434, 19.038, 13.444, 17.266
124371, 16.110, 20.559, 14.478, 14.614
125692, 11.470, 19.284, 13.759, 13.671
127016, 9.832, 18.744, 12.770, 13.583
128432, 9.960, 18.597, 12.500, 12.846
129755, 9.089, 18.449, 12.500, 12.699
131172, 9.606, 18.891, 12.590, 12.935
132494, 9.402, 18.400, 12.455, 12.581
133816, 9.142, 18.695, 12.860, 12.169
135139, 9.160, 18.695, 12.455, 12.404
136461, 8.821, 18.106, 12.950, 14.319
137878, 12.984, 19.087, 12.770, 12.876
139201, 9.987, 18.400, 16.277, 12.758
140617, 9.698, 18.842, 15.333, 12.051
141846, 9.218, 18.155, 15.782, 11.992
143168, 8.924, 18.155, 14.838, 11.962
144396, 8.877, 18.008, 14.838, 12.021
145719, 8.751, 18.253, 14.928, 11.933
146947, 8.709, 18.204, 14.703, 11.844
148174, 9.269, 18.646, 14.568, 12.169
149497, 8.964, 18.008, 14.299, 12.404
150819, 9.057, 17.615, 16.862, 12.493
152237, 8.871, 18.253, 16.772, 12.080
153559, 8.498, 17.468, 15.782, 11.874
154976, 8.868, 21.541, 15.917, 11.815
156299, 9.020, 21.541, 15.962, 11.786
157715, 8.973, 21.344, 15.558, 11.167
159038, 9.106, 21.099, 17.581, 13.435
160360, 10.697, 21.884, 16.547, 12.345
161683, 9.250, 20.658, 16.142, 11.933
163005, 9.112, 20.707, 15.962, 12.316
164422, 8.442, 21.197, 15.333, 11.402
165744, 8.098, 20.707, 15.378, 11.049
167161, 8.512, 20.265, 15.917, 12.846
168483, 9.380, 21.344, 15.692, 11.668
169806, 8.766, 20.216, 15.333, 11.668
171128, 9.399, 20.363, 14.523, 12.198
172451, 13.439, 22.130, 14.209, 11.815
173869, 11.686, 20.903, 14.478, 11.697
175191, 11.619, 20.510, 14.254, 11.226
176608, 11.770, 21.246, 14.299, 11.402
177931, 11.052, 21.443, 14.074, 11.078
179347, 11.142, 20.412, 14.119, 11.697
180670, 12.106, 22.080, 16.007, 18.621
181992, 12.138, 22.031, 15.827, 18.385
183409, 13.394, 21.001, 14.523, 17.501
184731, 13.201, 22.080, 15.647, 17.885
186148, 17.550, 23.307, 15.513, 18.091
187471, 12.925, 21.541, 14.613, 16.559
188888, 11.167, 20.903, 14.254, 15.822
190211, 10.470, 20.510, 13.804, 15.969
191533, 10.641, 20.314, 14.164, 15.940
192856, 10.393, 20.461, 13.894, 15.704
194178, 10.477, 19.921, 13.624, 18.002
195595, 14.939, 21.246, 14.703, 16.647
196918, 12.231, 20.167, 15.423, 19.682
198334, 14.240, 21.050, 15.243, 17.295
199657, 12.881, 21.394, 15.378, 15.262
200980, 11.110, 20.559, 15.063, 14.761
202302, 11.278, 20.216, 14.883, 14.850
203530, 11.317, 20.756, 15.333, 14.496
204759, 11.931, 20.952, 15.558, 14.968
205986, 10.720, 20.412, 15.243, 15.144
207214, 11.371, 20.854, 15.558, 14.909
208442, 10.903, 20.805, 15.108, 14.673
209671, 11.458, 20.707, 14.973, 14.349
210993, 9.934, 19.136, 16.862, 23.306
212410, 13.714, 28.656, 9.892, 27.666
213733, 6.153, 31.256, 4.631, 30.613
215149, 5.136, 29.833, 4.856, 29.729
216472, 5.139, 30.029, 4.991, 30.083
217794, 4.692, 28.361, 6.385, 19.034
219117, 8.294, 21.246, 10.656, 15.115
220439, 9.860, 17.910, 15.872, 9.723
221856, 10.010, 18.793, 15.333, 11.491
223179, 10.228, 18.695, 14.344, 11.638
224596, 10.358, 19.921, 15.288, 11.520
225919, 9.828, 19.136, 15.063, 10.990
227336, 10.040, 20.707, 15.827, 10.342
228658, 16.751, 24.043, 18.165, 15.763
229981, 19.055, 22.620, 16.727, 13.848
231303, 14.360, 20.903, 16.502, 13.082
232626, 13.447, 22.473, 18.615, 16.411
234043, 22.841, 22.179, 16.682, 14.084
235365, 16.548, 20.854, 15.962, 15.321
236782, 15.913, 21.737, 16.817, 14.850
238105, 18.238, 21.786, 17.356, 15.027
239427, 14.258, 20.658, 16.547, 13.052
240750, 14.792, 20.903, 16.502, 13.200
242072, 13.589, 20.461, 15.737, 13.907
243489, 11.790, 18.744, 14.299, 14.319
244811, 14.750, 21.148, 16.322, 14.585
246229, 15.036, 20.707, 16.097, 14.378
247552, 15.211, 22.866, 16.772, 15.292
248968, 14.491, 20.559, 15.962, 12.964
250291, 12.512, 21.197, 16.547, 12.758
251613, 23.784, 28.459, 21.088, 18.061
252936, 20.797, 22.915, 16.996, 14.054
254258, 13.223, 20.020, 15.198, 12.964
255675, 11.716, 19.823, 14.029, 12.316
256997, 11.149, 19.971, 13.714, 11.697
258414, 11.037, 20.952, 15.108, 13.259
259736, 11.199, 19.971, 14.568, 12.758
261059, 11.349, 18.940, 14.478, 14.025
262287, 13.687, 20.461, 14.613, 12.905
263515, 10.702, 20.412, 14.568, 12.581
264744, 11.606, 20.118, 15.737, 12.404
265971, 10.462, 20.167, 15.018, 12.227
267199, 10.640, 19.921, 14.973, 12.758
268427, 9.628, 19.333, 14.254, 12.110
269656, 9.397, 19.087, 13.984, 12.169
270883, 9.757, 18.842, 13.444, 12.522
272300, 9.972, 19.333, 13.984, 12.257
273623, 9.628, 18.744, 14.254, 12.110
275040, 9.848, 19.235, 13.849, 11.903
276362, 9.550, 19.431, 14.254, 12.169
277779, 9.382, 18.989, 13.939, 11.933
279101, 9.434, 19.284, 14.209, 11.727
280424, 9.507, 18.793, 13.894, 11.638
281746, 8.890, 19.038, 14.344, 12.375
283068, 10.037, 19.725, 13.669, 11.992
284485, 9.847, 19.529, 14.029, 11.432
285808, 9.938, 19.872, 14.029, 12.169
287224, 10.534, 19.578, 14.344, 12.198
288547, 9.956, 19.578, 13.219, 12.463
289869, 10.114, 18.842, 14.299, 12.110
291192, 10.231, 19.578, 14.658, 12.876
292514, 11.166, 20.314, 14.388, 12.139
293932, 9.802, 18.891, 15.737, 10.607
295254, 10.588, 19.087, 14.703, 11.432
296671, 11.458, 20.069, 15.108, 11.903
297994, 10.383, 18.940, 15.153, 11.520
299410, 9.358, 19.382, 15.423, 11.344
300733, 10.742, 19.529, 14.793, 11.137
302055, 9.938, 19.774, 14.613, 11.786
303472, 10.367, 19.480, 14.568, 11.432
304794, 10.254, 19.038, 14.523, 11.933
306211, 9.943, 18.940, 14.299, 12.021
307533, 9.877, 19.333, 14.344, 11.903
308951, 9.497, 18.891, 14.613, 11.697
310273, 9.363, 18.597, 14.568, 11.461
311596, 8.890, 18.155, 14.344, 11.491
312918, 9.082, 18.646, 13.399, 11.727
314241, 10.660, 19.480, 14.433, 11.520
315658, 9.509, 18.597, 13.714, 11.461
316980, 8.939, 18.351, 14.074, 11.167
318397, 8.100, 17.812, 13.804, 10.577
319719, 8.632, 18.891, 14.388, 11.756
321136, 9.800, 18.351, 14.119, 11.962
322364, 9.531, 18.106, 13.669, 11.226
323592, 9.197, 18.400, 14.928, 11.844
324821, 10.104, 18.499, 14.973, 11.903
326048, 10.380, 18.155, 13.849, 11.962
327276, 10.102, 17.861, 15.063, 11.962
328504, 9.583, 18.204, 14.433, 12.080
329732, 9.846, 18.400, 14.568, 11.697
330960, 10.621, 18.695, 14.523, 12.198
332377, 10.266, 17.910, 14.568, 11.491
333700, 9.692, 18.008, 14.433, 11.756
335116, 9.784, 17.959, 13.984, 11.609
336439, 9.603, 18.057, 13.759, 12.198
337855, 9.679, 18.302, 14.433, 11.609
339178, 10.512, 19.382, 14.164, 11.491
340500, 9.589, 18.940, 14.119, 11.108
341917, 9.420, 18.499, 14.388, 11.668
343239, 9.423, 18.499, 13.399, 11.373
344656, 8.896, 18.400, 14.164, 11.668
345978, 8.814, 17.713, 13.984, 11.874
347396, 13.315, 19.333, 14.658, 12.051
348719, 10.241, 17.026, 14.523, 14.555
350041, 15.113, 22.179, 17.086, 13.671
351364, 11.396, 19.235, 14.433, 11.226
352686, 12.160, 19.872, 14.973, 13.642
354103, 14.554, 20.608, 15.108, 12.286
355425, 10.835, 19.333, 15.018, 12.169
356842, 10.316, 18.793, 14.299, 11.520
358164, 9.593, 18.646, 13.849, 12.169
359581, 10.704, 19.284, 14.299, 12.552
360903, 9.048, 21.982, 8.633, 21.008
362226, 9.274, 23.798, 11.376, 14.938
363642, 10.339, 19.382, 15.018, 11.432
364965, 9.520, 19.578, 14.209, 11.697
366382, 9.421, 19.431, 14.523, 11.491
367705, 10.265, 19.676, 14.299, 11.314
369121, 8.823, 19.284, 14.074, 10.725
370444, 7.293, 18.695, 16.142, 14.054
371766, 12.632, 20.216, 15.063, 15.527
373183, 9.175, 21.933, 11.376, 15.085
374506, 8.085, 24.485, 5.261, 26.753
375922, 4.696, 28.214, 4.317, 28.462
377245, 4.433, 28.999, 4.092, 29.405
378662, 4.584, 27.969, 4.182, 28.462
379890, 4.252, 28.018, 6.745, 13.907
381212, 7.509, 20.805, 10.252, 11.461
382441, 10.322, 17.370, 13.984, 10.784
383669, 9.714, 18.351, 13.714, 11.167
384897, 9.540, 17.861, 13.894, 11.167
386124, 9.373, 17.959, 13.129, 11.049
387352, 9.154, 18.106, 13.309, 11.049
388581, 9.166, 18.204, 13.174, 10.990
389809, 8.668, 18.106, 13.444, 11.137
391036, 8.835, 18.646, 13.534, 11.167
392360, 9.150, 19.676, 14.613, 13.612
393681, 13.512, 20.854, 15.288, 13.229
395099, 12.326, 20.167, 14.344, 12.051
396421, 9.563, 17.959, 12.680, 11.049
397838, 10.854, 22.080, 16.457, 14.938
399161, 14.077, 19.431, 13.759, 12.404
400483, 7.217, 18.597, 17.986, 19.240
401806, 21.041, 22.767, 16.637, 12.728
403128, 16.560, 23.798, 17.221, 15.144
404545, 13.450, 19.676, 13.624, 12.935
405867, 10.361, 19.136, 13.354, 12.139
407284, 9.408, 17.910, 12.725, 11.638
408606, 8.576, 18.597, 12.500, 11.373
410024, 8.345, 17.468, 13.309, 12.051
411345, 14.399, 21.197, 14.613, 13.553
412668, 10.193, 19.235, 13.264, 12.169
414086, 9.795, 19.284, 12.140, 12.493
415408, 12.944, 24.534, 8.273, 27.873
416825, 6.714, 28.999, 4.676, 29.228
418147, 5.113, 29.441, 4.047, 29.081
419564, 4.256, 28.705, 3.462, 29.258
420886, 4.291, 28.606, 4.272, 26.341
422209, 7.436, 21.050, 9.937, 11.609
423625, 11.199, 17.910, 14.523, 10.636
424948, 9.326, 18.155, 14.793, 11.196
426364, 9.631, 18.302, 13.984, 10.784
427688, 8.932, 18.548, 14.613, 11.461
429105, 10.123, 18.548, 13.804, 11.402
430427, 10.059, 19.382, 14.209, 11.520
431749, 9.568, 18.253, 13.624, 11.638
433166, 14.032, 19.578, 15.018, 14.290
434489, 14.217, 21.001, 14.973, 11.844
435905, 16.472, 21.295, 15.288, 12.964
437228, 10.950, 19.284, 14.838, 12.610
438550, 10.216, 19.087, 13.354, 13.907
439778, 12.313, 20.314, 13.759, 12.375
441101, 10.271, 19.823, 13.444, 13.023
442329, 13.813, 20.707, 14.793, 12.080
443651, 9.640, 20.461, 15.737, 14.349
444878, 13.058, 21.148, 11.331, 21.715
446201, 5.488, 27.723, 4.631, 28.874
447523, 4.646, 27.576, 4.002, 29.228
448752, 4.514, 28.852, 4.631, 28.816
450074, 4.497, 28.116, 4.047, 22.186
451302, 7.382, 20.069, 9.577, 13.907
452625, 7.375, 20.314, 10.791, 9.281
453947, 9.340, 17.076, 13.849, 10.342
455364, 9.091, 16.830, 13.669, 10.077
456686, 8.671, 17.370, 13.714, 10.224
458103, 9.286, 17.223, 13.894, 11.167
459520, 10.378, 17.517, 13.669, 10.784
460843, 8.827, 17.713, 13.534, 10.990
462259, 8.648, 17.713, 12.590, 10.460
463582, 12.559, 19.578, 13.669, 13.111
464998, 12.723, 18.842, 13.714, 11.933
466321, 10.786, 17.468, 14.164, 11.844
467737, 12.450, 19.136, 13.624, 11.668
469154, 14.373, 20.412, 12.950, 17.413
470476, 6.850, 26.447, 4.541, 28.521
471894, 4.036, 28.852, 3.462, 27.107
473216, 3.819, 28.067, 3.642, 27.372
474633, 3.931, 28.165, 4.496, 16.647
475955, 7.162, 20.412, 11.196, 9.635
477372, 8.387, 17.566, 13.264, 12.227
479167, 11.804, 18.548, 12.590, 10.666
480489, 8.508, 18.499, 11.691, 10.636
481906, 8.499, 18.204, 12.095, 10.194
483228, 7.961, 17.664, 11.960, 10.961
484645, 8.241, 18.302, 11.421, 9.694
486063, 11.930, 20.854, 13.085, 14.761
487385, 16.278, 21.344, 13.624, 12.286
488802, 10.472, 19.676, 12.635, 11.727
490124, 7.923, 19.774, 12.950, 12.434
491541, 9.114, 19.431, 10.971, 12.051
492863, 11.017, 20.363, 12.005, 12.905
494280, 9.444, 19.185, 11.915, 12.021
495696, 7.608, 18.744, 12.410, 14.054
496924, 11.594, 19.578, 13.174, 13.141
498247, 9.328, 20.707, 12.860, 12.021
499475, 13.129, 23.013, 11.601, 20.448
500797, 6.845, 23.994, 5.351, 23.984
502026, 5.461, 26.497, 4.856, 26.576
503348, 4.522, 27.625, 4.272, 29.022
504576, 4.751, 29.048, 4.227, 29.552
505899, 4.537, 28.950, 4.092, 29.523
507126, 4.566, 28.214, 6.835, 14.349
508448, 8.328, 20.167, 14.433, 10.754
509677, 12.160, 18.793, 13.129, 11.638
510999, 10.726, 18.351, 13.174, 11.520
512227, 9.944, 18.204, 12.635, 11.314
513550, 9.971, 18.351, 12.770, 11.638
514872, 10.153, 18.302, 12.455, 11.786
516194, 10.009, 18.155, 12.590, 11.844
517611, 9.300, 16.340, 12.185, 15.027
518934, 13.625, 20.903, 15.782, 13.936
520350, 15.590, 17.812, 14.658, 15.410
522429, 21.593, 20.412, 14.613, 11.491
523845, 12.764, 18.449, 14.703, 10.931
525168, 9.784, 16.487, 13.894, 11.815
526584, 10.036, 18.548, 17.311, 15.616
527907, 23.267, 26.300, 21.223, 14.791
529324, 18.197, 23.454, 18.840, 16.765
530741, 30.138, 22.277, 16.592, 13.730
532063, 15.293, 18.646, 14.478, 11.579
533480, 9.893, 18.253, 14.074, 10.961
534803, 9.092, 17.321, 12.185, 11.167
536219, 10.700, 18.744, 13.849, 10.961
537542, 9.072, 16.928, 14.478, 12.434
538958, 14.398, 19.921, 14.388, 11.285
540376, 9.708, 17.566, 12.770, 12.169
541698, 17.717, 28.410, 20.144, 16.676
543115, 12.815, 25.613, 18.615, 15.704
544438, 11.831, 25.662, 18.615, 15.557
545854, 17.538, 26.889, 19.200, 16.382
547177, 14.153, 25.957, 18.210, 15.675
548593, 14.157, 23.994, 18.795, 16.058
550010, 11.975, 24.485, 17.221, 16.146
551332, 14.497, 23.111, 19.964, 16.235
552750, 19.508, 27.036, 18.750, 17.855
554073, 17.965, 27.184, 18.480, 15.822
555489, 24.151, 31.452, 22.842, 19.770
556812, 19.156, 26.300, 18.570, 17.148
558134, 13.853, 24.485, 18.480, 15.881
559362, 12.298, 24.338, 17.131, 15.616
560685, 11.898, 23.749, 16.951, 15.822
562007, 11.599, 23.553, 17.221, 15.616
563234, 11.005, 23.847, 17.356, 15.969
564557, 11.567, 23.258, 17.356, 15.557
565785, 11.422, 23.798, 17.266, 15.262
567107, 11.100, 23.356, 17.266, 15.292
568335, 11.114, 23.553, 17.401, 15.586
569658, 11.468, 25.172, 22.797, 21.450
570886, 14.827, 29.146, 21.942, 20.890
572209, 14.642, 29.195, 21.268, 20.301
573436, 14.030, 28.361, 21.088, 20.507
574758, 14.641, 28.410, 21.493, 20.477
575986, 14.987, 29.784, 21.133, 20.507
577403, 15.527, 28.214, 20.773, 20.418
578820, 15.710, 29.588, 20.549, 20.212
580143, 14.703, 29.392, 20.683, 19.947
581559, 14.648, 28.705, 20.054, 19.652
582882, 16.659, 30.667, 20.683, 21.126
584299, 16.521, 29.097, 20.324, 19.829
585621, 15.716, 29.882, 20.683, 20.713
587038, 15.223, 28.606, 20.459, 22.569
588454, 18.603, 27.870, 25.944, 27.784
589777, 18.229, 28.361, 24.820, 27.225
591194, 17.296, 28.214, 24.281, 26.458
592517, 17.139, 28.067, 23.696, 26.429
593933, 17.361, 27.920, 23.606, 26.252
595256, 17.117, 27.674, 23.112, 26.606
596673, 17.530, 28.067, 23.336, 26.517
598089, 17.618, 28.067, 23.786, 26.517
599412, 18.748, 28.656, 23.876, 26.635
600828, 17.590, 28.361, 23.651, 26.959
602152, 23.040, 29.146, 30.216, 26.841
603568, 21.929, 28.656, 28.507, 26.694
604891, 21.842, 28.557, 27.743, 27.077
606308, 21.830, 28.508, 27.248, 26.488
607724, 20.275, 26.938, 26.664, 27.490
609047, 22.828, 28.606, 27.203, 26.841
610463, 25.832, 29.931, 28.237, 27.608
611786, 22.566, 27.674, 25.225, 25.575
613203, 20.402, 27.184, 26.034, 25.928
614526, 27.549, 29.588, 27.923, 29.493
615943, 29.329, 29.735, 28.822, 27.608
617265, 21.651, 29.195, 26.529, 26.105
618492, 18.823, 27.870, 25.674, 25.987
619816, 18.671, 26.840, 26.888, 28.197
621043, 22.903, 29.342, 26.394, 25.250
622365, 18.161, 27.085, 24.550, 25.722
623593, 23.932, 29.588, 27.653, 27.460
624916, 24.669, 30.275, 27.113, 27.932
626144, 72.894, 39.843, 35.926, 31.909
627466, 55.582, 34.691, 31.115, 33.353
628695, 40.670, 31.943, 28.462, 29.729
630017, 30.079, 31.305, 28.462, 27.578
631244, 27.401, 31.011, 31.969, 37.272
632567, 47.983, 33.268, 29.137, 28.521
633795, 27.336, 29.735, 26.394, 25.958
635117, 17.294, 29.441, 26.214, 26.576
636440, 17.517, 28.606, 24.595, 25.398
637762, 17.863, 28.999, 29.002, 23.335
639179, 18.739, 27.380, 28.642, 23.984
640501, 16.736, 26.742, 28.372, 25.280
641919, 19.823, 27.674, 28.687, 23.895
643242, 18.943, 26.104, 26.888, 25.575
644658, 19.336, 26.300, 27.608, 23.895
646075, 22.988, 29.048, 29.451, 27.048
647397, 20.890, 26.987, 27.473, 25.162
648814, 24.976, 28.901, 29.541, 26.488
650136, 19.767, 26.447, 27.068, 25.339
651553, 17.771, 26.251, 26.349, 27.696
652875, 27.724, 27.723, 28.957, 27.107
654293, 21.671, 26.693, 33.498, 33.147
656088, 28.175, 28.410, 29.227, 26.311
657410, 19.760, 27.085, 26.259, 25.339
658827, 18.523, 26.546, 26.349, 25.074
660149, 17.178, 27.527, 26.034, 25.633
661566, 17.808, 24.877, 25.585, 34.856
662982, 25.825, 36.261, 19.514, 35.533
664305, 14.662, 34.838, 15.423, 37.714
665722, 12.690, 33.759, 13.669, 36.417
667044, 10.976, 33.464, 13.624, 35.180
668462, 11.002, 32.581, 13.534, 28.757
669784, 13.485, 28.018, 19.469, 20.212
671201, 15.199, 25.074, 24.730, 20.890
672617, 14.849, 24.828, 23.696, 21.479
673940, 14.266, 25.613, 23.606, 21.509
675356, 14.900, 25.515, 23.696, 21.597
676585, 13.999, 25.466, 23.381, 21.273
677907, 14.116, 25.515, 23.336, 20.742
679135, 13.630, 26.006, 22.707, 21.450
680458, 17.804, 26.742, 26.529, 26.400
681686, 28.741, 30.079, 28.597, 28.668
683008, 25.176, 28.852, 25.989, 23.100
684236, 19.290, 27.184, 25.090, 23.011
685558, 17.673, 26.987, 24.191, 22.599
686786, 17.298, 27.380, 23.921, 22.864
688109, 15.109, 26.251, 24.460, 21.538
689431, 20.966, 29.146, 29.811, 25.486
690659, 26.442, 30.177, 28.822, 25.751
691982, 21.119, 29.293, 28.957, 32.469
693210, 19.005, 36.016, 15.288, 36.771
694532, 13.645, 34.151, 13.579, 35.504
695759, 11.178, 34.102, 12.590, 35.592
697082, 11.323, 34.151, 13.489, 35.710
698310, 11.340, 33.023, 17.086, 25.339
699727, 15.508, 26.006, 24.460, 20.006
701049, 17.101, 25.810, 23.741, 20.654
702467, 17.024, 26.349, 24.371, 21.184
703883, 16.076, 25.810, 23.831, 21.420
705206, 16.117, 25.662, 23.516, 21.155
706622, 15.376, 25.957, 23.067, 21.184
707945, 15.332, 25.810, 23.246, 20.978
709361, 16.001, 25.613, 22.797, 22.275
710684, 18.538, 28.067, 26.214, 27.136
712100, 28.230, 29.686, 27.788, 24.720
713518, 21.675, 27.184, 25.090, 20.566
714840, 20.849, 29.490, 27.518, 22.009
716257, 18.646, 28.214, 24.775, 24.838
717579, 18.457, 27.674, 23.606, 22.098
718996, 19.139, 28.803, 27.338, 27.254
720318, 26.234, 28.705, 24.955, 21.862
721735, 21.223, 35.182, 30.800, 27.873
723151, 39.368, 34.446, 29.002, 26.989
724474, 17.824, 29.195, 29.137, 30.377
725891, 28.413, 32.483, 18.705, 36.653
727214, 14.757, 34.495, 12.545, 37.213
728630, 12.960, 32.974, 12.860, 35.887
730047, 13.348, 34.151, 13.040, 35.386
731464, 15.099, 31.600, 21.763, 20.831
732880, 20.994, 25.417, 25.315, 21.096
734203, 16.539, 25.319, 23.291, 21.420
735620, 17.574, 25.123, 24.460, 21.008
736847, 16.584, 24.975, 23.381, 20.713
738170, 15.520, 24.779, 23.606, 20.625
739398, 14.838, 24.534, 22.842, 20.684
740720, 12.853, 23.307, 25.000, 21.626
742043, 17.211, 30.029, 29.721, 26.429
743365, 24.956, 28.214, 25.674, 20.919
744688, 18.997, 29.146, 27.338, 23.925
745916, 19.364, 25.810, 24.236, 21.685
747238, 14.415, 25.319, 27.023, 29.228
748466, 26.084, 36.310, 13.759, 38.981
749788, 15.162, 34.053, 13.085, 37.124
751017, 12.132, 33.759, 12.455, 36.889
752339, 12.633, 32.679, 12.770, 36.152
753566, 13.072, 30.422, 18.525, 24.926
754889, 16.666, 22.179, 25.360, 19.299
756117, 17.202, 25.123, 24.730, 20.006
757439, 16.383, 23.700, 23.876, 19.800
758667, 15.825, 24.632, 23.786, 19.829
759990, 14.350, 24.092, 23.561, 19.505
761312, 15.713, 24.779, 24.056, 20.065
762634, 14.394, 22.915, 24.191, 20.448
764051, 27.521, 32.630, 31.475, 25.457
765373, 24.662, 26.840, 24.730, 20.801
766790, 23.906, 27.723, 25.540, 22.068
768112, 17.802, 24.583, 23.516, 20.448
769529, 15.832, 24.239, 23.336, 20.536
770947, 15.921, 23.749, 23.426, 19.652
772269, 14.909, 24.485, 22.797, 20.035
773686, 15.832, 23.258, 21.718, 24.072
775008, 26.230, 29.784, 18.210, 36.535
776425, 13.341, 33.857, 11.915, 34.856
777747, 11.536, 32.630, 11.871, 34.207
779163, 11.238, 35.819, 16.727, 46.170
780580, 24.889, 30.864, 19.739, 25.958
781902, 18.913, 25.564, 24.011, 20.507
783320, 17.378, 25.172, 23.381, 19.829
784643, 15.832, 26.153, 23.516, 20.035
786059, 16.303, 25.368, 22.977, 20.035
787382, 15.332, 25.172, 22.347, 19.534
788798, 16.021, 25.074, 22.122, 19.770
790215, 14.967, 25.515, 21.358, 21.302
791537, 20.674, 25.761, 27.563, 33.353
792954, 40.996, 30.765, 27.563, 24.926
794276, 21.909, 29.146, 27.878, 24.013
795598, 21.181, 26.447, 24.505, 21.685
796826, 18.613, 26.153, 24.281, 21.656
798149, 18.159, 24.436, 24.326, 28.226
799377, 24.366, 25.417, 28.013, 26.812
800699, 23.167, 27.380, 23.471, 27.843
802021, 28.609, 33.170, 30.216, 26.547
